start,end,cat,name,race_id
25/06/2022,,NCT5,National Championships British Virgin Islands (Tortola) I.T.T.,40285
25/06/2022,,NCT5,National Championships Sint Maarten (Simpson Bay) I.T.T.,40287
25/06/2022,,NC4,National Championships Malaysia (Ipoh) R.R.,40290
25/06/2022,,NCT5,National Championships Georgia () I.T.T.,40291
25/06/2022,,NCT5,National Championships Bulgaria (Nikola Kozlevo) I.T.T.,40293
25/06/2022,,NCT5,National Championships Trinidad and Tobago (San Fernando) I.T.T.,40295
25/06/2022,,NC5,National Championships Mauritius (Soreze) R.R.,40516
25/06/2022,,NCT5,National Championships Montenegro (Danilovgrad) I.T.T.,40527
25/06/2022,,NCT5,National Championships Jamaica (Barrett Town) I.T.T.,40531
25/06/2022,,NCT5,National Championships Moldova (Bacioi) I.T.T.,40566
25/06/2022,,NC5,National Championships Angola (Huila) R.R.,40589
26/06/2022,,NC3,"National Championships Estonia (Kuldiga, Latvia) R.R.",40167
26/06/2022,,NC4,National Championships Latvia (Kuldiga) R.R.,40169
26/06/2022,,NC4,"National Championships Lithuania (Kuldiga, Latvia) R.R.",40185
26/06/2022,,NC5,National Championships El Salvador (San Luis Talpa) R.R.,40213
26/06/2022,,NC2,National Championships Spain (Cala Millor - Palma) R.R.,40217
26/06/2022,,NC4,National Championships Japan (Mihara City) R.R.,40228
26/06/2022,,NC1,National Championships Italy (Marina di Ginosa - Alberobello) R.R.,40232
26/06/2022,,NC2,National Championships Great Britain (Castle Douglas) R.R.,40236
26/06/2022,,NC1,National Championships France (Cholet) R.R.,40238
26/06/2022,,NC1,National Championships Belgium (Middelkerke) R.R.,40240
26/06/2022,,NC3,National Championships Czech Republic (Mlada Vozice) R.R.,40242
26/06/2022,,NC4,"National Championships Slovakia (Mlada Vozice, CZE) R.R.",40244
26/06/2022,,NC3,National Championships Canada (Edmonton) R.R.,40248
26/06/2022,,NC3,National Championships Ireland (Kanturk) R.R.,40250
26/06/2022,,NC2,National Championships Denmark (Aalborg) R.R.,40252
26/06/2022,,NC5,National Championships Kosovo (Ferizaj) R.R.,40254
26/06/2022,,NC4,National Championships Greece (Paranesti) R.R.,40256
26/06/2022,,NC5,National Championships North Macedonia (Kavadarci) R.R.,40258
26/06/2022,,NC3,National Championships Luxembourg (Nospelt) R.R.,40260
26/06/2022,,NC4,National Championships Croatia (Sveti Ilija) R.R.,40262
26/06/2022,,NC3,National Championships Germany (Arnsberg - Winterberg) R.R.,40264
26/06/2022,,NC5,National Championships Guatemala (San Lucas Sacatepequez) R.R.,40266
26/06/2022,,NC4,National Championships Eritrea (Asmara) R.R.,40268
26/06/2022,,NC3,National Championships Austria (Judendorf) R.R.,40270
26/06/2022,,NC5,National Championships Mali (Yirimadio) R.R.,40274
26/06/2022,,NC5,National Championships Grenada (Saint George) R.R.,40276
26/06/2022,,NC4,National Championships Puerto Rico (Peñuelas) R.R.,40278
26/06/2022,,NC5,National Championships Antigua and Barbuda () R.R.,40280
26/06/2022,,NC5,National Championships British Virgin Islands (Tortola) R.R.,40286
26/06/2022,,NC5,National Championships Sint Maarten (Philipsburg) R.R.,40288
26/06/2022,,NC5,National Championships Georgia () R.R.,40292
26/06/2022,,NC5,National Championships Bulgaria (Nikola Kozlevo) R.R.,40294
26/06/2022,,NC5,National Championships Trinidad and Tobago (San Fernando) R.R.,40296
26/06/2022,,NC5,National Championships Serbia (Kraljevo) R.R.,40298
26/06/2022,,NC5,National Championships Ivory Coast (Abidjan) R.R.,40302
26/06/2022,,NC3,National Championships Norway (Levanger) R.R.,40304
26/06/2022,,NC1,National Championships Slovenia (Maribor) R.R.,40507
26/06/2022,,NC3,National Championships Switzerland (Steinmaur) R.R.,40509
26/06/2022,,NC3,National Championships Poland (Nowy Dwor Mazowiecki) R.R.,40511
26/06/2022,,NC5,National Championships Belize (Belize City - Mount Hope) R.R.,40518
26/06/2022,,NC4,National Championships Romania (Harghita) R.R.,40520
26/06/2022,,NC4,National Championships Turkey (Gaziantep) R.R.,40522
26/06/2022,,NC5,National Championships Brazil (Palmas) R.R.,40524
26/06/2022,,NC5,National Championships Montenegro (Danilovgrad) R.R.,40528
26/06/2022,,NC5,National Championships Jamaica (Ocho Rios) R.R.,40532
26/06/2022,,NC5,National Championships Swaziland (Mpaka) R.R.,40533
26/06/2022,,NC3,National Championships United States (Knoxville) R.R.,40543
26/06/2022,,NC3,National Championships Portugal (Mogadouro) R.R.,40545
26/06/2022,,NC4,National Championships Sweden (Uppsala) R.R.,40552
26/06/2022,,NC5,National Championships Bermuda (St. David's) R.R.,40553
26/06/2022,,NC5,National Championships Ghana (Accra) R.R.,40554
26/06/2022,,NC5,National Championships Mexico (Guadelajara) R.R.,40555
26/06/2022,,NC5,National Championships Nicaragua (Managua) R.R.,40556
26/06/2022,,NC4,National Championships Mongolia (Ulaanbatar) R.R.,40557
26/06/2022,,NC5,National Championships Anguilla (Jeremiah Highway) R.R.,40560
26/06/2022,,NC5,National Championships Moldova (Bacioi) R.R.,40567
26/06/2022,,NE,National Championships Russia (Saransk) R.R.,40913
28/06/2022,,NCT5,National Championships Uzbekistan (Tashkent) I.T.T.,40534
29/06/2022,,NC5,National Championships Uzbekistan (Tashkent) R.R.,40535
29/06/2022,,NCT5,National Championships Ethiopia (Diri Dawa) I.T.T.,40587
29/06/2022,2/07/2022,2.2,Course de Solidarnosc et des Champions Olympiques,39983
30/06/2022,,NCT5,National Championships South Korea (Yangyang) I.T.T.,40536
30/06/2022,,XX,Mediterranean Games (Oran) I.T.T.,40559
30/06/2022,,NC5,National Championships Ethiopia (Diri Dawa) R.R.,40586
30/06/2022,3/07/2022,2.2,GP Torres Vedras - Trofeu Joaquim Agostinho,39988
1/07/2022,,NC5,National Championships South Korea (Yangyang) R.R.,40537
1/07/2022,24/07/2022,GT1,Tour de France,40010
2/07/2022,,NC5,National Championships Iran (Tehran) R.R.,40221
2/07/2022,,XX,Mediterranean Games (Oran) R.R.,40561
2/07/2022,,NCT5,National Championships Rwanda (Nyamata) I.T.T.,40562
2/07/2022,,NCT5,National Championships Bahamas (Clifton Heritage) I.T.T.,40569
2/07/2022,5/07/2022,2.1,Sibiu Cycling Tour,40017
2/07/2022,6/07/2022,2.1,Österreich-Rundfahrt / Tour of Austria,40024
3/07/2022,,NCT5,National Championships Iran (Tehran) I.T.T.,40220
3/07/2022,,1.2,Giro del Medio Brenta,40305
3/07/2022,,NC5,National Championships Rwanda (Kigali) R.R.,40563
3/07/2022,,NC5,National Championships Dominican Republic (Santo Domingo) R.R.,40564
3/07/2022,,NC5,National Championships Bahamas (Clifton Heritage) R.R.,40568
3/07/2022,,NC5,National Championships Cameroon (Yaoundé - Ayos) R.R.,40570
5/07/2022,,1.2,Trofeo Citta di Brescia,40306
7/07/2022,,NE,National Championships Belarus (Minsk) I.T.T.,40909
8/07/2022,,1.2,Chrono Kristin Armstrong,40307
8/07/2022,,NCT5,National Championships Cuba (Havana) I.T.T.,40593
9/07/2022,,1.2,Visegrad 4 Bicycle Race - GP Czech Republic,40308
9/07/2022,,NC5,National Championships Cuba (Havana) R.R.,40594
9/07/2022,,NE,National Championships Belarus (Minsk) R.R.,40910
10/07/2022,,1.2,2 Districtenpijl - Ekeren-Deurne,40309
10/07/2022,,1.2,Delta Road Race,40310
10/07/2022,,1.2,Visegrad 4 Bicycle Race - GP Polski,40311
10/07/2022,,1.2,GP de la Ville de Nogent-sur-Oise,40312
10/07/2022,,NCT5,National Championships Singapore (Tanah Merah) I.T.T.,40590
10/07/2022,,NCT5,National Championships Cayman Islands (East End) I.T.T.,40601
13/07/2022,17/07/2022,2.2U,Giro della Valle d'Aosta Mont Blanc,40040
13/07/2022,17/07/2022,2.1,Settimana Ciclistica Italiana,40046
16/07/2022,,1.1,Slag om Norg,40313
16/07/2022,,NCT5,National Championships Indonesia (Banjuwangi) I.T.T.,40322
16/07/2022,17/07/2022,2.2,Gemenc GP,40573
17/07/2022,,NC5,National Championships Indonesia (Banjuwangi) R.R.,40323
17/07/2022,,NC5,National Championships Cayman Islands (East End) R.R.,40611
18/07/2022,,1.1,GP Pino Cerami,40316
21/07/2022,,NCT4,National Championships Algeria (Bab al Assa) I.T.T.,39444
23/07/2022,,1.2,GP Erciyes,39735
23/07/2022,,1.2,Visegrad 4 Bicycle Race - GP Hungary,40317
23/07/2022,27/07/2022,2.PS,Tour de Wallonie,40052
24/07/2022,,NC4,National Championships Algeria (Bab al Assa) R.R.,39445
24/07/2022,,1.2,GP Kayseri,39731
24/07/2022,,1.2,GP Kranj,40318
24/07/2022,,1.2,Visegrad 4 Bicycle Race - GP Slovakia,40319
24/07/2022,,1.2,GP de la Ville de Pérenchies,40320
24/07/2022,,NC5,National Championships Singapore (Changi) R.R.,40591
24/07/2022,,NCT5,National Championships Malta I.T.T.,40612
24/07/2022,31/07/2022,2.2,Vuelta a Venezuela,40582
25/07/2022,,1.1,Prueba Villafranca - Ordiziako Klasika,40321
25/07/2022,31/07/2022,2.PS,Tour of Utah,40060
26/07/2022,,1.2,Memorial Andrzeja Trochanowskiego,39715
27/07/2022,3/08/2022,2.2,Tour of Qinghai Lake,40033
27/07/2022,30/07/2022,2.2,Dookola Mazowsza,40065
27/07/2022,31/07/2022,2.2,Tour Alsace,40071
27/07/2022,31/07/2022,2.2,Vuelta a Miranda,40077
27/07/2022,28/07/2022,2.1,Vuelta a Castilla y Leon,40585
29/07/2022,1/08/2022,2.2,Kreiz Breizh Elites,40082
30/07/2022,,1.WT2,Clasica San Sebastian,40325
30/07/2022,,NCT5,National Championships Paraguay (Santa Fe del Parana) I.T.T.,40326
30/07/2022,,NCT5,National Championships Hong Kong (Tai Po) I.T.T.,40615
30/07/2022,5/08/2022,2.WT2,Tour de Pologne,40090
31/07/2022,,NC5,National Championships Lebanon (Biskanta) R.R.,40215
31/07/2022,,1.2,Puchar Ministra Obrony Narodowej,40324
31/07/2022,,NC5,National Championships Paraguay (San Alberto) R.R.,40327
31/07/2022,,1.1,Circuito de Getxo,40328
31/07/2022,,1.2,GP Yahyali,40592
31/07/2022,,NC5,National Championships Malta R.R.,40613
31/07/2022,,NC5,National Championships Hong Kong (Tin Shui Wai) R.R.,40614
2/08/2022,6/08/2022,2.PS,Vuelta a Burgos,40353
4/08/2022,,1.2,GP Velo Erciyes,40153
4/08/2022,,XX,Commonwealth Games (Wolverhampton) I.T.T.,40596
4/08/2022,7/08/2022,2.1,Sazka Tour,40374
4/08/2022,15/08/2022,2.1,Volta a Portugal,40386
5/08/2022,7/08/2022,2.2,Tour of Kosovo,40390
5/08/2022,14/08/2022,2.2,Tour de la Guadeloupe,40401
6/08/2022,,1.2,Scandinavian Race Uppsala,40329
6/08/2022,,NCT5,National Championships United States Virgin Islands (St. Croix) I.T.T.,40643
6/08/2022,,1.2,La Maurienne,40359
7/08/2022,,1.1,Tour of Leuven - Memorial Jef Scherens,40595
7/08/2022,,XX,Commonwealth Games (Warwick) R.R.,40597
7/08/2022,,NC5,National Championships United States Virgin Islands (St. Croix) R.R.,40642
9/08/2022,11/08/2022,2.1,Tour de l'Ain,40405
10/08/2022,,1.PS,Circuit Franco-Belge,40598
10/08/2022,13/08/2022,2.2,Tour of Szeklerland,40410
11/08/2022,14/08/2022,2.PS,Arctic Race of Norway,40369
13/08/2022,,1.2,Memorial Henryka Lasaka,40336
14/08/2022,,1.1,Polynormande,40330
14/08/2022,,1.2U,GP di Poggiana,40331
14/08/2022,,NC1,European Championships (München) R.R.,40599
14/08/2022,,1.2,Memorial Jana Magiery / Puchar Uzdrowisk Karpackich,40704
16/08/2022,,1.2U,GP Capodarco,40332
16/08/2022,19/08/2022,2.1,Tour du Limousin,40415
16/08/2022,20/08/2022,2.PS,Danmark Rundt - Tour of Denmark,40421
17/08/2022,,NCT1,European Championships (Fürstenfeldbruck) I.T.T.,40600
18/08/2022,,1.2,GP Tomarza,40708
18/08/2022,21/08/2022,2.2,Baltic Chain Tour,40426
18/08/2022,28/08/2022,2.NC,Tour de l'Avenir,40438
19/08/2022,,1.2,GP Kapuzbasi,40333
19/08/2022,11/09/2022,GT2,Vuelta a España,40460
20/08/2022,,1.2,GP Develi,40339
21/08/2022,,1.1,Schaal Sels - Merksem,40334
21/08/2022,,1.2,GP Cappadocia,40335
21/08/2022,,1.WT2,Bemer Cyclassics - Hamburg,40337
23/08/2022,,1.1,Egmont Cycling Race,40340
23/08/2022,26/08/2022,2.1,Tour Poitou-Charentes en Nouvelle Aquitaine,40474
24/08/2022,,1.1,Druivenkoers - Overijse,40341
24/08/2022,28/08/2022,2.PS,Deutschland Tour,40480
25/08/2022,28/08/2022,2.2,Tour of Sakarya,40364
27/08/2022,,1.2,Himmerland Rundt,40342
27/08/2022,28/08/2022,2.1,Tour of Almaty,40483
27/08/2022,1/09/2022,2.2,Tour de Bulgaria,40490
28/08/2022,,1.2,Skive Løbet,40343
28/08/2022,,1.2,Ronde van de Achterhoek,40344
28/08/2022,,1.WT2,Bretagne Classic - Ouest-France,40346
29/08/2022,4/09/2022,2.WT2,Benelux Tour,40498
1/09/2022,4/09/2022,2.2,Giro del Friuli Venezia Giulia,40647
1/09/2022,3/09/2022,2.2U,Flanders Tomorrow Tour,40652
3/09/2022,,1.2,Lillehammer GP,40616
3/09/2022,4/09/2022,2.2,In the footsteps of the Romans,40604
4/09/2022,,1.1,Tour du Doubs,39698
4/09/2022,,1.2,Gylne Gutuer GP,40617
4/09/2022,,1.PS,Maryland Classic,40618
4/09/2022,11/09/2022,2.PS,Tour of Britain,40661
6/09/2022,11/09/2022,2.1,Turul al Romaniei / Romanian Tour,40668
7/09/2022,11/09/2022,2.2,Vuelta a Chiloe,39460
8/09/2022,11/09/2022,2.2,Tour of South Bohemia,40673
9/09/2022,,1.WT2,GP de Québec,40620
9/09/2022,10/09/2022,2.NC,Orlen Nations GP,39865
9/09/2022,11/09/2022,2.2,Tour de Hokkaido,40703
10/09/2022,,1.2,Germenica GP,40314
10/09/2022,,NCT5,National Championships Albania (Belsh) I.T.T.,40338
10/09/2022,,NCT5,National Championships Fiji (Sigatoka) I.T.T.,40805
11/09/2022,,1.2,Kahramanmaras GP,40315
11/09/2022,,1.WT2,GP de Montréal,40621
11/09/2022,,1.2,GP de la Somme,40627
11/09/2022,,1.PS,GP de Fourmies,40628
11/09/2022,,NC5,National Championships Albania (Belsh) R.R.,40709
11/09/2022,,NC5,National Championships Fiji (Sigatoka) R.R.,40804
13/09/2022,,1.2,GP de la Patagonia,39409
13/09/2022,17/09/2022,2.PS,Tour de Luxembourg,40680
13/09/2022,17/09/2022,2.1,Tour de Slovaquie,40686
14/09/2022,,1.1,Giro della Toscana - Memorial Alfredo Martini,40629
14/09/2022,,1.PS,GP de Wallonie,40630
14/09/2022,17/09/2022,2.2,Tour de Beauce,39951
14/09/2022,17/09/2022,2.2,Tour de Serbie,39968
15/09/2022,,1.PS,Coppa Sabatini - GP Citta di Peccioli,40710
16/09/2022,,1.1,Kampioenschap van Vlaanderen,40631
17/09/2022,,NCT5,National Championships Barbados (Bridgetown) I.T.T.,40283
17/09/2022,,1.PS,Primus Classic Impanis - Van Petegem,40632
17/09/2022,,1.1,Memorial Marco Pantani,40633
17/09/2022,,1.2,GP Rik van Looy,40803
18/09/2022,,NC5,National Championships Barbados (Bridgetown) R.R.,40284
18/09/2022,,WCTT,World Championships (Wollongong) I.T.T.,40622
18/09/2022,,1.1,Gooikse Pijl,40634
18/09/2022,,1.1,Trofeo Matteotti,40635
18/09/2022,,1.1,GP d'Isbergues - Pas de Calais,40636
18/09/2022,,NC5,National Championships Botswana (Otse) R.R.,40806
19/09/2022,,WCUT,World Championships U23 (Wollongong) I.T.T.,40623
21/09/2022,,WCTT,World Championships (Wollongong) Mixed Relay T.T.T.,40624
21/09/2022,,1.1,Omloop van het Houtland - Lichtervelde,40637
22/09/2022,25/09/2022,2.2,Tour of Mesopotamia,40610
23/09/2022,,WCU,World Championships U23 (Wollongong) R.R.,40625
25/09/2022,,WCRR,World Championships (Wollongong) R.R.,40626
25/09/2022,,1.1,Paris - Chauny,40638
27/09/2022,,1.2U,Ruota d'Oro - GP Festa del Perdono,40639
27/09/2022,2/10/2022,2.1,Cro Race,40693
28/09/2022,2/10/2022,2.2U,Ronde de l'Isard,40699
29/09/2022,,1.1,Coppa Agostoni - Giro delle Brianze,40640
29/09/2022,3/10/2022,2.1,Tour of Iran-Azarbaijan,40735
1/10/2022,,1.PS,Giro dell'Emilia,40711
1/10/2022,3/10/2022,2.2,Tour of Montenegro,40739
2/10/2022,,1.2U,Piccolo Giro di Lombardia,40712
2/10/2022,,1.1,Tour de Vendée,40713
2/10/2022,,1.1,Famenne Ardenne Classic,40714
2/10/2022,,1.2,Oita Urban Classic,40807
2/10/2022,6/10/2022,2.1,Tour de Taiwan,40745
3/10/2022,,1.2,Juegos Suramericanos (Asuncion) I.T.T.,40530
3/10/2022,,1.PS,Münsterland Giro,40715
3/10/2022,,1.PS,Coppa Bernocchi,40716
3/10/2022,8/10/2022,2.2,GP Chantal Biya,40813
4/10/2022,,1.1,Binche - Chimay - Binche / Mémorial Frank Vandenbroucke,40717
4/10/2022,,1.PS,Tre Valli Varesine,40718
4/10/2022,7/10/2022,2.2,International Syrian Tour,40832
5/10/2022,,1.2,Juegos Suramericanos (Asuncion) R.R.,40529
6/10/2022,,1.PS,Gran Piemonte,40719
6/10/2022,,1.1,Paris - Bourges,40720
7/10/2022,,NCT5,National Championships Oman I.T.T.,39436
8/10/2022,,NC5,National Championships Aruba (Sint Nicolaas) R.R.,40282
8/10/2022,,1.WT1,Il Lombardia,40721
8/10/2022,,NCT5,National Championships Suriname (DDB Highway) I.T.T.,40817
9/10/2022,,1.1,Memorial Rik Van Steenbergen / Kempen Classic,40722
9/10/2022,,1.2U,Paris - Tours Espoirs,40723
9/10/2022,,1.PS,Paris - Tours,40724
9/10/2022,,NC5,National Championships Suriname (Powakkaweg) R.R.,40816
11/10/2022,18/10/2022,2.PS,Tour de Langkawi,39474
12/10/2022,,1.1,Giro del Veneto,40725
14/10/2022,,NC5,National Championships Oman R.R.,39437
14/10/2022,,1.2,Central American Championships (Perez Zeledon) I.T.T.,40815
15/10/2022,,NCT5,National Championships Tunisia (Manouba) I.T.T.,40819
16/10/2022,,1.1,Veneto Classic,40726
16/10/2022,,1.PS,Japan Cup,40727
16/10/2022,,1.2U,Chrono des Nations u23,40728
16/10/2022,,1.1,Chrono des Nations,40729
16/10/2022,,1.2,Central American Championships (Perez Zeledon) R.R.,40814
16/10/2022,,NC5,National Championships Tunisia (Tunis) R.R.,40818
22/10/2022,,1.2,Caribbean Championships (Santo Domingo) I.T.T.,40820
22/10/2022,,NCT5,National Championships Bosnia and Herzegovina (Zaluzani) I.T.T.,40822
23/10/2022,,1.2,Caribbean Championships (Santo Domingo) R.R.,40821
23/10/2022,,NC5,National Championships Bosnia and Herzegovina (Zaluzani) R.R.,40823
23/10/2022,1/11/2022,2.2,Vuelta a Guatemala,40776
29/10/2022,,NCT5,National Championships Aruba (Oranjestad) I.T.T.,40281
3/11/2022,,1.2,Challenges de la Marche Verte - GP Sakia El Hamra,40205
5/11/2022,,1.2,Challenges de la Marche Verte - GP Oued Eddahab,40206
6/11/2022,,1.2,Challenges de la Marche Verte - GP Al Massira,40207
6/11/2022,,NCT5,National Championships Taiwan (Taitung) I.T.T.,40826
7/11/2022,,NC5,National Championships Taiwan (Taitung) R.R.,40827
8/11/2022,,1.2,Challenge du Prince - Trophée Princier,40202
10/11/2022,,1.2,Challenge du Prince - Trophée de l'Anniversaire,40203
11/11/2022,,1.2,Challenge du Prince - Trophée de la Maison Royale,40204
11/11/2022,,NCT5,National Championships Zimbabwe (Shamva Road) I.T.T.,40917
11/11/2022,20/11/2022,2.2,Tour du Faso,40787
12/11/2022,,NC5,National Championships Seychelles (Mahé) R.R.,40833
12/11/2022,,NC5,National Championships Zimbabwe (Shamva Road) R.R.,40916
12/11/2022,19/11/2022,2.2,Vuelta al Ecuador,40760
13/11/2022,,1.2,Tour de Okinawa,40345
26/11/2022,,NCT5,National Championships Zambia (Lusaka) I.T.T.,40835
27/11/2022,,NC5,National Championships Zambia (Lusaka) R.R.,40834
3/12/2022,,NCT5,National Championships Peru (Paracas) I.T.T.,40825
4/12/2022,,NC5,National Championships Peru (Paracas) R.R.,40824
9/12/2022,,NCT5,National Championships Guam (Hagatna) I.T.T.,40838
11/12/2022,,NC5,National Championships Guam (Hagatna) R.R.,40836
16/12/2022,25/12/2022,2.2,Vuelta a Costa Rica,40798
18/12/2022,,NC5,National Championships Chile (Linares) R.R.,40119
23/12/2022,,1.2,"Arab Road Cycling Championships (Kalba, Sharjah)",40839
24/12/2022,,NCT5,National Championships China (Changzhou) I.T.T.,40214
25/12/2022,,NC5,National Championships China (Changzhou) R.R.,40619
